sample,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,GX_BIAS_LSB,GY_BIAS_LSB,GZ_BIAS_LSB,AX_BIAS_LSB,AY_BIAS_LSB,AZ_BIAS_LSB,ACC_LSB_PER_G,GYRO_LSB_PER_DPS,ACCEL_FS,GYRO_FS,DLPF_CFG
1543,-0.001022,-0.998762,-0.000773,0.068544,-0.021111,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1544,-0.000046,-0.999372,-0.001017,0.007475,-0.021111,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1545,-0.000412,-0.998640,-0.001994,-0.023059,-0.051645,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1546,0.001053,-0.999861,-0.000895,0.053277,-0.082179,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1547,0.001053,-0.998640,-0.001017,-0.038326,-0.097447,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1548,0.001175,-0.997175,-0.000773,0.007475,-0.051645,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1549,-0.002609,-1.001203,0.001424,0.007475,0.009424,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1550,0.003494,-1.000105,-0.001750,-0.007792,0.024691,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1551,-0.001022,-1.000837,-0.000651,-0.038326,-0.005844,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1552,-0.000534,-1.000105,0.000325,0.007475,0.055225,-0.072719,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1553,-0.001755,-0.998762,-0.000163,-0.007792,0.055225,-0.072719,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1554,-0.000168,-0.999861,0.000691,0.038010,0.024691,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1555,0.001053,-0.999128,-0.001872,0.053277,-0.005844,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1556,-0.001267,-1.001570,-0.002604,0.053277,0.039958,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1557,0.000687,-0.998762,-0.002482,-0.007792,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1558,-0.001145,-1.002790,0.000081,-0.007792,0.009424,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1559,0.002396,-0.999494,-0.005900,0.007475,0.009424,0.079952,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1560,-0.000412,-0.999617,-0.000773,0.038010,-0.021111,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1561,-0.000534,-1.000471,-0.001262,0.022742,-0.005844,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1562,0.001053,-0.998030,-0.001017,0.007475,-0.036378,-0.072719,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1563,-0.000046,-0.999372,-0.001506,-0.023059,0.024691,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1564,-0.000046,-0.999617,0.002889,0.022742,0.009424,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1565,0.000442,-0.998884,-0.002482,0.053277,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1566,0.000076,-0.999983,-0.001628,-0.007792,-0.005844,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1567,0.003372,-1.000837,-0.005290,0.022742,-0.005844,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1568,0.001663,-1.001203,0.003987,0.053277,-0.082179,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1569,-0.000046,-1.002546,-0.000163,-0.007792,0.009424,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1570,0.000687,-0.999006,0.001424,0.068544,0.009424,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1571,0.001785,-0.998762,0.002278,0.022742,-0.082179,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1572,-0.000412,-0.999861,0.004476,-0.023059,0.024691,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1573,0.001053,-0.995832,-0.003215,0.007475,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1574,-0.001755,-1.002180,0.004842,0.053277,-0.051645,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1575,-0.001389,-1.000105,0.000081,0.022742,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1576,0.003616,-0.998030,-0.003093,0.007475,-0.005844,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1577,-0.001145,-1.002058,-0.002360,-0.007792,0.039958,-0.072719,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1578,0.000687,-1.000105,0.000081,-0.038326,-0.082179,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1579,-0.001633,-1.002180,-0.004924,0.007475,0.009424,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1580,0.001541,-1.000593,-0.000895,0.007475,-0.005844,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1581,-0.003708,-1.003645,0.001302,-0.007792,-0.036378,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1582,0.000076,-0.997297,0.001302,-0.007792,0.070492,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1583,0.000320,-1.001692,-0.001506,-0.007792,0.024691,-0.072719,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1584,0.000687,-0.999128,-0.006144,0.053277,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1585,-0.001145,-1.000471,0.001546,-0.007792,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1586,0.002151,-1.002180,-0.000285,-0.007792,0.009424,-0.087987,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1587,0.001419,-1.001448,0.001302,-0.038326,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1588,-0.000168,-1.001692,0.000936,0.022742,-0.021111,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1589,0.002396,-1.001203,0.002523,-0.038326,0.039958,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1590,-0.001267,-0.999128,0.000203,-0.007792,0.024691,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1591,-0.001389,-1.002058,-0.000041,-0.038326,-0.005844,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1592,0.000320,-1.000349,-0.002971,-0.023059,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1593,-0.000046,-0.999006,-0.000651,0.007475,0.039958,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1594,-0.002976,-1.000349,0.000936,-0.023059,0.070492,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1595,-0.001267,-1.000837,-0.000407,-0.038326,-0.036378,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1596,-0.000168,-1.000715,0.005208,0.007475,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1597,-0.000900,-1.001081,-0.000529,0.053277,0.039958,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1598,-0.000534,-0.999494,-0.002238,0.038010,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1599,-0.000656,-0.998518,-0.004802,-0.023059,0.024691,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1600,-0.000168,-1.000471,-0.003459,-0.053593,-0.021111,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1601,0.001907,-0.999617,-0.000529,-0.007792,0.055225,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1602,0.000320,-1.000715,0.006063,-0.053593,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1603,-0.001145,-1.002058,0.002156,0.007475,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1604,0.000564,-0.999250,0.003621,0.068544,-0.036378,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1605,-0.000900,-1.000593,-0.002482,-0.038326,-0.005844,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1606,0.002029,-0.998884,-0.001262,0.007475,0.009424,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1607,-0.003098,-1.001325,-0.000895,-0.053593,0.039958,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1608,-0.000900,-1.003401,0.000081,-0.053593,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1609,0.001419,-1.001325,0.001058,0.053277,-0.051645,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1610,-0.003098,-1.001570,0.002767,0.038010,-0.005844,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1611,0.000687,-0.999617,0.002156,0.053277,-0.066912,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1612,-0.001022,-0.999861,0.001180,-0.038326,-0.021111,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1613,-0.000656,-1.000593,0.003865,0.038010,-0.005844,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1614,-0.000168,-1.000349,-0.001140,0.007475,0.055225,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1615,-0.001389,-1.002546,-0.001506,-0.053593,-0.021111,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1616,-0.000046,-1.001325,0.001546,0.007475,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1617,-0.000778,-1.000715,0.002523,-0.084128,-0.051645,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1618,-0.001389,-0.998762,-0.002116,0.007475,0.024691,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1619,-0.000534,-1.003034,-0.000651,0.007475,-0.005844,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1620,0.003250,-1.000349,-0.000773,-0.007792,-0.005844,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1621,-0.003220,-0.999739,-0.000773,-0.007792,0.024691,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1622,0.001785,-1.000349,0.001790,0.038010,0.070492,-0.072719,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1623,-0.001633,-1.000349,0.002034,0.038010,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1624,0.002640,-1.000471,-0.001994,0.007475,-0.021111,0.064685,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1625,-0.004196,-1.000105,-0.002116,0.068544,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1626,0.000442,-1.001448,-0.000285,-0.023059,-0.005844,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1627,0.002029,-1.001936,-0.000163,-0.007792,0.055225,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1628,0.003250,-1.001570,-0.004558,-0.023059,-0.051645,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1629,0.003860,-0.997908,0.003011,0.007475,0.009424,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1630,-0.000168,-0.999861,0.002889,-0.007792,0.055225,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1631,0.002029,-0.999739,0.001302,0.022742,-0.005844,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1632,-0.001511,-1.002058,-0.001872,0.053277,0.085760,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1633,0.001175,-1.000959,-0.001384,0.022742,-0.021111,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1634,0.001297,-1.001692,0.000203,-0.053593,0.009424,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1635,0.000442,-0.999250,0.000936,-0.038326,0.024691,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1636,0.001419,-0.999983,0.003499,-0.007792,0.024691,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1637,-0.001389,-1.000715,-0.000285,0.053277,-0.082179,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1638,-0.002609,-1.000105,-0.000773,-0.007792,-0.021111,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1639,-0.000656,-1.000105,-0.002116,-0.023059,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1640,0.000076,-1.000959,0.001790,-0.007792,-0.005844,0.064685,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1641,0.000809,-0.999372,-0.000529,-0.007792,-0.005844,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1642,0.003006,-0.999128,-0.003215,0.007475,0.009424,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1643,0.002518,-0.997175,0.002278,0.007475,-0.021111,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1644,-0.001145,-1.001203,0.005086,0.022742,0.024691,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1645,-0.001877,-1.000715,-0.001872,0.068544,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1646,-0.002609,-0.996809,-0.001506,-0.007792,0.039958,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1647,-0.001633,-1.000593,-0.002849,-0.023059,0.009424,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1648,0.001907,-0.998274,0.000936,-0.023059,0.024691,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1649,0.000687,-1.000837,0.000203,0.053277,0.009424,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1650,0.000076,-0.996076,-0.002482,-0.007792,-0.021111,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1651,0.000931,-0.998152,0.000569,0.007475,0.009424,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1652,-0.001145,-0.999617,0.002523,0.053277,-0.021111,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1653,0.001297,-1.000715,-0.001872,0.007475,-0.005844,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1654,0.002029,-1.000593,-0.004802,-0.023059,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1655,-0.000290,-1.000227,0.000691,0.007475,0.055225,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1656,-0.000290,-1.000593,0.004109,0.022742,0.009424,-0.087987,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1657,0.003250,-0.998030,-0.002726,0.007475,0.009424,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1658,-0.000656,-1.001203,0.001668,-0.007792,0.101027,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1659,-0.001755,-1.002302,-0.002238,0.007475,-0.066912,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1660,-0.002243,-1.001203,0.001180,-0.007792,-0.021111,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1661,0.001175,-0.999128,-0.002482,0.007475,-0.021111,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1662,-0.001267,-0.998152,-0.002726,0.068544,-0.051645,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1663,0.002396,-1.001448,0.001058,0.038010,-0.005844,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1664,0.003006,-1.002058,-0.001628,-0.023059,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1665,-0.000168,-0.999617,0.002278,-0.007792,-0.036378,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1666,-0.000290,-0.999250,0.000936,-0.007792,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1667,0.000809,-1.000715,-0.000407,-0.038326,-0.005844,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1668,-0.002487,-1.001325,0.002645,-0.038326,-0.036378,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1669,-0.001267,-1.002180,0.000569,-0.007792,0.070492,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1670,-0.000656,-1.000227,0.003621,-0.023059,0.024691,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1671,0.000687,-1.001814,0.003621,0.022742,0.024691,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1672,0.002640,-0.998518,-0.000773,0.022742,-0.005844,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1673,0.000076,-1.000959,0.002400,0.038010,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1674,-0.000168,-0.999128,-0.000285,0.022742,-0.005844,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1675,0.000809,-0.998518,-0.002116,-0.038326,-0.021111,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1676,0.001175,-1.000471,0.005086,0.022742,-0.036378,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1677,0.000931,-1.001936,0.001790,0.022742,-0.066912,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1678,-0.000778,-1.003034,0.001790,-0.023059,-0.051645,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1679,0.002518,-1.002546,-0.001750,-0.007792,-0.021111,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1680,-0.001633,-0.999372,-0.004191,-0.007792,0.009424,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1681,-0.002487,-1.001692,-0.003459,-0.068861,0.039958,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1682,-0.000168,-1.002302,-0.001017,0.083811,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1683,-0.001633,-1.000349,0.000569,-0.053593,0.009424,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1684,-0.002365,-1.002180,0.000814,0.022742,-0.021111,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1685,0.000442,-0.999739,-0.000651,0.022742,-0.005844,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1686,0.003494,-0.999006,-0.000529,-0.038326,0.039958,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1687,-0.001022,-0.999372,0.001790,0.007475,0.055225,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1688,0.002884,-0.999861,-0.000285,-0.023059,-0.021111,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1689,-0.000656,-1.000227,0.001180,0.007475,-0.021111,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1690,-0.000534,-1.002790,0.000203,0.007475,-0.036378,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1691,0.001419,-0.999372,-0.000163,-0.023059,-0.005844,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1692,0.002640,-1.001936,0.001180,0.022742,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1693,-0.000656,-0.998518,-0.000529,-0.007792,-0.051645,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1694,-0.002609,-1.001448,0.000691,0.053277,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1695,-0.002609,-1.000105,-0.000773,0.007475,0.039958,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1696,0.002151,-1.000227,-0.000773,0.007475,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1697,-0.001389,-0.999494,0.001790,0.022742,-0.036378,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1698,-0.000656,-1.000471,0.000447,-0.007792,0.009424,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1699,-0.002976,-0.998884,0.001668,-0.053593,-0.005844,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1700,-0.000534,-1.000349,0.001180,-0.023059,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1701,0.000320,-1.000959,0.006429,-0.023059,-0.021111,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1702,-0.000412,-1.000593,0.001546,0.038010,0.070492,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1703,-0.003220,-1.000227,0.005086,-0.007792,-0.005844,0.064685,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1704,-0.000412,-0.999250,-0.000773,0.038010,0.009424,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1705,-0.000168,-1.001570,0.000569,-0.007792,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
